chunk_id,parent_id,source,chunk_type,title,location,industry,text,metadata
jd_3_skills,3,jd,jd_skills,analyst,n/a (united kingdom),multinational technology provider,"Soft Skills:
- strong analytical, problem-solving, and troubleshooting abilities.
- excellent communication, documentation, and teamwork skills.

Technologies:
- strong programming expertise in java and node.js for backend service and application development.
- proficient in designing and consuming restful apis and web services.

Tools:
- familiarity with ci/cd pipelines and automated deployment tools.","{""chunk_type"": ""jd_skills"", ""industry"": ""multinational technology provider"", ""job_title"": ""analyst"", ""location"": ""n/a (united kingdom)"", ""must_have_skills"": [], ""parent_id"": ""3"", ""preferred_skills"": [], ""soft_skills"": [""strong analytical, problem-solving, and troubleshooting abilities."", ""excellent communication, documentation, and teamwork skills.""], ""source"": ""jd"", ""technologies"": [""strong programming expertise in java and node.js for backend service and application development."", ""proficient in designing and consuming restful apis and web services.""], ""tools"": [""familiarity with ci/cd pipelines and automated deployment tools.""]}"
jd_3_qualification,3,jd,jd_qualification,analyst,n/a (united kingdom),multinational technology provider,"Education:
- bachelor’s degree in computer science, information technology, or a related field (or equivalent practical experience).

Experience:
- proven experience in architecting and deploying microservices-based solutions.
- hands-on knowledge of aws services such as ec2, s3, lambda, and api gateway.
- prior experience working in agile development environments.
- exposure to devops practices and containerization technologies (e.g., docker, kubernetes) is a plus.

Certifications:
- relevant certifications in java, node.js, microservices, or aws are highly desirable.","{""certifications"": [""relevant certifications in java, node.js, microservices, or aws are highly desirable.""], ""chunk_type"": ""jd_qualification"", ""education"": [""bachelor’s degree in computer science, information technology, or a related field (or equivalent practical experience).""], ""experience"": [""proven experience in architecting and deploying microservices-based solutions."", ""hands-on knowledge of aws services such as ec2, s3, lambda, and api gateway."", ""prior experience working in agile development environments."", ""exposure to devops practices and containerization technologies (e.g., docker, kubernetes) is a plus.""], ""industry"": ""multinational technology provider"", ""job_title"": ""analyst"", ""location"": ""n/a (united kingdom)"", ""parent_id"": ""3"", ""source"": ""jd""}"
jd_4_header,4,jd,jd_header,"apache spark technical lead – scala, python","madurai, india",multinational technology solutions provider,"Job Title:
apache spark technical lead – scala, python

Industry:
multinational technology solutions provider

Location:
madurai, india","{""chunk_type"": ""jd_header"", ""industry"": ""multinational technology solutions provider"", ""job_title"": ""apache spark technical lead – scala, python"", ""location"": ""madurai, india"", ""parent_id"": ""4"", ""source"": ""jd""}"
jd_4_responsibilities,4,jd,jd_responsibilities,"apache spark technical lead – scala, python","madurai, india",multinational technology solutions provider,"Responsibilities:
- lead and mentor a team of developers in designing, implementing, and maintaining robust data processing applications utilizing apache spark, scala, and python.
- collaborate with cross-functional teams—including product managers, business analysts, and data engineers—to gather technical requirements and translate them into scalable, production-ready solutions.
- oversee the end-to-end technical design, development, testing, and deployment of distributed data processing systems.
- troubleshoot and resolve complex technical issues related to application performance, data integrity, and scalability.
- establish and enforce best practices in coding, testing, documentation, and deployment processes to ensure high-quality deliverables.
- continuously monitor industry trends and advancements in spark, scala, and python, proactively integrating innovative approaches and technologies.
- foster a collaborative, agile environment conducive to knowledge sharing, innovation, and professional growth.","{""chunk_type"": ""jd_responsibilities"", ""industry"": ""multinational technology solutions provider"", ""item_count"": 7, ""job_title"": ""apache spark technical lead – scala, python"", ""location"": ""madurai, india"", ""parent_id"": ""4"", ""section"": ""responsibilities"", ""source"": ""jd""}"
jd_4_skills,4,jd,jd_skills,"apache spark technical lead – scala, python","madurai, india",multinational technology solutions provider,"Must Have Skills:
- strong understanding of data processing concepts, distributed computing, and big data architecture.
- demonstrated expertise in troubleshooting and optimizing large-scale data processing applications.

Preferred Skills:
- familiarity with data visualization tools or frameworks is a plus.

Soft Skills:
- exceptional problem-solving skills, analytical thinking, and attention to detail.
- excellent communication and interpersonal skills, with the ability to collaborate effectively across teams and stakeholders.

Technologies:
- advanced proficiency in apache spark, scala, and python programming languages.","{""chunk_type"": ""jd_skills"", ""industry"": ""multinational technology solutions provider"", ""job_title"": ""apache spark technical lead – scala, python"", ""location"": ""madurai, india"", ""must_have_skills"": [""strong understanding of data processing concepts, distributed computing, and big data architecture."", ""demonstrated expertise in troubleshooting and optimizing large-scale data processing applications.""], ""parent_id"": ""4"", ""preferred_skills"": [""familiarity with data visualization tools or frameworks is a plus.""], ""soft_skills"": [""exceptional problem-solving skills, analytical thinking, and attention to detail."", ""excellent communication and interpersonal skills, with the ability to collaborate effectively across teams and stakeholders.""], ""source"": ""jd"", ""technologies"": [""advanced proficiency in apache spark, scala, and python programming languages.""], ""tools"": []}"
jd_4_qualification,4,jd,jd_qualification,"apache spark technical lead – scala, python","madurai, india",multinational technology solutions provider,"Education:
- bachelor’s or master’s degree in computer science, information technology, engineering, or a related field.

Experience:
- proven experience leading and mentoring technical teams within fast-paced, dynamic environments.
- experience with cloud platforms (e.g., aws, azure, gcp) and devops practices is an advantage.

Certifications:
- professional certifications in apache spark, scala, or python are highly desirable.","{""certifications"": [""professional certifications in apache spark, scala, or python are highly desirable.""], ""chunk_type"": ""jd_qualification"", ""education"": [""bachelor’s or master’s degree in computer science, information technology, engineering, or a related field.""], ""experience"": [""proven experience leading and mentoring technical teams within fast-paced, dynamic environments."", ""experience with cloud platforms (e.g., aws, azure, gcp) and devops practices is an advantage.""], ""industry"": ""multinational technology solutions provider"", ""job_title"": ""apache spark technical lead – scala, python"", ""location"": ""madurai, india"", ""parent_id"": ""4"", ""source"": ""jd""}"
jd_5_header,5,jd,jd_header,associate,luxembourg,technology solutions and services,"Job Title:
associate

Industry:
technology solutions and services

Location:
luxembourg","{""chunk_type"": ""jd_header"", ""industry"": ""technology solutions and services"", ""job_title"": ""associate"", ""location"": ""luxembourg"", ""parent_id"": ""5"", ""source"": ""jd""}"
jd_5_responsibilities,5,jd,jd_responsibilities,associate,luxembourg,technology solutions and services,"Responsibilities:
- develop and maintain robust, scalable software applications using java, microservices architecture (such as spring boot), and react.js.
- collaborate with team members to define, design, and implement new features that meet evolving business requirements.
- adhere to and promote software development best practices, including code reviews, unit testing, and continuous integration.
- troubleshoot, debug, and optimize applications to ensure high performance, security, and a seamless user experience.
- work closely with stakeholders to gather and clarify requirements, providing technical solutions aligned with business objectives.
- participate in agile development processes, contributing to sprint planning, daily stand-ups, and retrospectives.
- document technical solutions, processes, and procedures to support ongoing maintenance and knowledge sharing.","{""chunk_type"": ""jd_responsibilities"", ""industry"": ""technology solutions and services"", ""item_count"": 7, ""job_title"": ""associate"", ""location"": ""luxembourg"", ""parent_id"": ""5"", ""section"": ""responsibilities"", ""source"": ""jd""}"
jd_5_skills,5,jd,jd_skills,associate,luxembourg,technology solutions and services,"Soft Skills:
- strong analytical and problem-solving skills with the ability to work effectively in a dynamic, fast-paced environment.
- strong communication and interpersonal skills to effectively collaborate with global teams.

Technologies:
- proficiency in java programming for backend development.
- solid understanding of react.js and its core principles for frontend development.
- familiarity with restful apis, web services, and integration techniques.

Tools:
- understanding of agile methodologies and associated tools.","{""chunk_type"": ""jd_skills"", ""industry"": ""technology solutions and services"", ""job_title"": ""associate"", ""location"": ""luxembourg"", ""must_have_skills"": [], ""parent_id"": ""5"", ""preferred_skills"": [], ""soft_skills"": [""strong analytical and problem-solving skills with the ability to work effectively in a dynamic, fast-paced environment."", ""strong communication and interpersonal skills to effectively collaborate with global teams.""], ""source"": ""jd"", ""technologies"": [""proficiency in java programming for backend development."", ""solid understanding of react.js and its core principles for frontend development."", ""familiarity with restful apis, web services, and integration techniques.""], ""tools"": [""understanding of agile methodologies and associated tools.""]}"
jd_5_qualification,5,jd,jd_qualification,associate,luxembourg,technology solutions and services,"Education:
- bachelor’s degree in computer science, information technology, or a related field (or equivalent practical experience).

Experience:
- hands-on experience with building and deploying microservices using frameworks like spring boot.
- experience working in multinational or large-scale technology environments.

Certifications:
- relevant certifications in java, microservices, or react.js are a plus.","{""certifications"": [""relevant certifications in java, microservices, or react.js are a plus.""], ""chunk_type"": ""jd_qualification"", ""education"": [""bachelor’s degree in computer science, information technology, or a related field (or equivalent practical experience).""], ""experience"": [""hands-on experience with building and deploying microservices using frameworks like spring boot."", ""experience working in multinational or large-scale technology environments.""], ""industry"": ""technology solutions and services"", ""job_title"": ""associate"", ""location"": ""luxembourg"", ""parent_id"": ""5"", ""source"": ""jd""}"
jd_6_header,6,jd,jd_header,aws senior data lead,austria,"information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)","Job Title:
aws senior data lead

Industry:
information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)

Location:
austria","{""chunk_type"": ""jd_header"", ""industry"": ""information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)"", ""job_title"": ""aws senior data lead"", ""location"": ""austria"", ""parent_id"": ""6"", ""source"": ""jd""}"
jd_6_responsibilities,6,jd,jd_responsibilities,aws senior data lead,austria,"information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)","Responsibilities:
- provide technical leadership and direction for projects leveraging amazon glue, sql, python, devops practices, and snowflake.
- architect, design, and implement robust etl solutions using amazon glue to meet complex data integration requirements.
- develop, optimize, and maintain high-performance sql queries and database solutions to support diverse data initiatives.
- create and enhance scalable python applications to automate workflows, improve data processes, and support analytics.
- implement and manage devops solutions, ensuring seamless continuous integration, delivery, and deployment of data solutions.
- design and optimize snowflake data warehouses for high-performance analytics, reporting, and business intelligence.
- collaborate with cross-functional teams, including business analysts, engineers, and product managers, to align solutions with strategic business goals.
- foster technical innovation, champion best practices, and drive process improvements across data engineering initiatives.
- provide mentorship and guidance to junior team members, promoting a culture of learning and technical excellence.
- ensure compliance with organizational standards, data governance, and security requirements.","{""chunk_type"": ""jd_responsibilities"", ""industry"": ""information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)"", ""item_count"": 10, ""job_title"": ""aws senior data lead"", ""location"": ""austria"", ""parent_id"": ""6"", ""section"": ""responsibilities"", ""source"": ""jd""}"
jd_6_skills,6,jd,jd_skills,aws senior data lead,austria,"information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)","Must Have Skills:
- proficiency in amazon glue for etl development and data integration.

Preferred Skills:
- multilingual proficiency is an asset, especially in english and german.

Soft Skills:
- excellent analytical, problem-solving, and troubleshooting skills.
- strong communication and stakeholder management abilities.

Technologies:
- advanced sql skills for database management, optimization, and querying.
- strong expertise in python for automation and application development.
- in-depth knowledge of snowflake for cloud-based data warehousing and analytics.","{""chunk_type"": ""jd_skills"", ""industry"": ""information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)"", ""job_title"": ""aws senior data lead"", ""location"": ""austria"", ""must_have_skills"": [""proficiency in amazon glue for etl development and data integration.""], ""parent_id"": ""6"", ""preferred_skills"": [""multilingual proficiency is an asset, especially in english and german.""], ""soft_skills"": [""excellent analytical, problem-solving, and troubleshooting skills."", ""strong communication and stakeholder management abilities.""], ""source"": ""jd"", ""technologies"": [""advanced sql skills for database management, optimization, and querying."", ""strong expertise in python for automation and application development."", ""in-depth knowledge of snowflake for cloud-based data warehousing and analytics.""], ""tools"": []}"
jd_6_qualification,6,jd,jd_qualification,aws senior data lead,austria,"information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)","Education:
- bachelor’s or master’s degree in computer science, information technology, engineering, or a related discipline.

Experience:
- hands-on experience with devops tools and practices for continuous integration and delivery.
- proven experience in leading technical teams and managing complex data projects.
- experience working in agile-scrum environments, particularly within digital transformation projects.
- exposure to large-scale, multinational data environments is a plus.

Certifications:
- relevant certifications in amazon glue, snowflake, python, sql, or devops (preferred).
- additional certifications in aws, devops, or data engineering technologies are advantageous.","{""certifications"": [""relevant certifications in amazon glue, snowflake, python, sql, or devops (preferred)."", ""additional certifications in aws, devops, or data engineering technologies are advantageous.""], ""chunk_type"": ""jd_qualification"", ""education"": [""bachelor’s or master’s degree in computer science, information technology, engineering, or a related discipline.""], ""experience"": [""hands-on experience with devops tools and practices for continuous integration and delivery."", ""proven experience in leading technical teams and managing complex data projects."", ""experience working in agile-scrum environments, particularly within digital transformation projects."", ""exposure to large-scale, multinational data environments is a plus.""], ""industry"": ""information technology & services (applicable across financial services, manufacturing, life sciences & healthcare, technology, telecom & media, retail & cpg, and public services)"", ""job_title"": ""aws senior data lead"", ""location"": ""austria"", ""parent_id"": ""6"", ""source"": ""jd""}"
jd_7_header,7,jd,jd_header,data engineer,"seattle, usa",technology solutions / it services,"Job Title:
data engineer

Industry:
technology solutions / it services

Location:
seattle, usa","{""chunk_type"": ""jd_header"", ""industry"": ""technology solutions / it services"", ""job_title"": ""data engineer"", ""location"": ""seattle, usa"", ""parent_id"": ""7"", ""source"": ""jd""}"
jd_7_responsibilities,7,jd,jd_responsibilities,data engineer,"seattle, usa",technology solutions / it services,"Responsibilities:
- administer, configure, and maintain control-m v9 environments, ensuring optimal performance and reliability.
- oversee job scheduling, monitoring, and troubleshooting of batch processes, addressing failed and long-running jobs with prompt corrective actions.
- manage and secure control-m and enterprise manager (em) databases, including architecture oversight and component security.
- perform installation, configuration, and upgrades of control-m components and related infrastructure.
- conduct root cause analysis on job failures and performance issues, providing detailed reports and recommendations for improvement.
- collaborate with cross-functional teams to align data engineering solutions with business and technical requirements.
- ensure compliance with organizational and industry security standards in all data engineering activities.
- provide documentation and training to operational teams on control-m best practices and troubleshooting procedures.","{""chunk_type"": ""jd_responsibilities"", ""industry"": ""technology solutions / it services"", ""item_count"": 8, ""job_title"": ""data engineer"", ""location"": ""seattle, usa"", ""parent_id"": ""7"", ""section"": ""responsibilities"", ""source"": ""jd""}"
jd_7_skills,7,jd,jd_skills,data engineer,"seattle, usa",technology solutions / it services,"Must Have Skills:
- in-depth understanding of control-m v9 architecture, including job scheduling, admin activities, and em security.
- demonstrated ability to analyze, troubleshoot, and resolve job dependencies and failures.

Soft Skills:
- excellent problem-solving and communication skills.

Technologies:
- proficiency with apache spark for big data processing and analytics.

Tools:
- practical knowledge of docker for containerization and deployment.
- familiarity with ci/cd pipelines and devops practices.","{""chunk_type"": ""jd_skills"", ""industry"": ""technology solutions / it services"", ""job_title"": ""data engineer"", ""location"": ""seattle, usa"", ""must_have_skills"": [""in-depth understanding of control-m v9 architecture, including job scheduling, admin activities, and em security."", ""demonstrated ability to analyze, troubleshoot, and resolve job dependencies and failures.""], ""parent_id"": ""7"", ""preferred_skills"": [], ""soft_skills"": [""excellent problem-solving and communication skills.""], ""source"": ""jd"", ""technologies"": [""proficiency with apache spark for big data processing and analytics.""], ""tools"": [""practical knowledge of docker for containerization and deployment."", ""familiarity with ci/cd pipelines and devops practices.""]}"
jd_7_qualification,7,jd,jd_qualification,data engineer,"seattle, usa",technology solutions / it services,"Education:
- bachelor’s degree in computer science, information technology, engineering, or a related field.

Experience:
- 2.7–4.4 years of proven experience in data engineering or a similar technical role.
- strong hands-on experience with microsoft azure cloud services.
- experience with installation, configuration, and administration of control-m and associated databases.
- experience with automation and scripting languages (e.g., python, shell).
- prior experience in large-scale, multinational enterprise environments.

Certifications:
- control-m certification or equivalent credentials.","{""certifications"": [""control-m certification or equivalent credentials.""], ""chunk_type"": ""jd_qualification"", ""education"": [""bachelor’s degree in computer science, information technology, engineering, or a related field.""], ""experience"": [""2.7–4.4 years of proven experience in data engineering or a similar technical role."", ""strong hands-on experience with microsoft azure cloud services."", ""experience with installation, configuration, and administration of control-m and associated databases."", ""experience with automation and scripting languages (e.g., python, shell)."", ""prior experience in large-scale, multinational enterprise environments.""], ""industry"": ""technology solutions / it services"", ""job_title"": ""data engineer"", ""location"": ""seattle, usa"", ""parent_id"": ""7"", ""source"": ""jd""}"
jd_8_header,8,jd,jd_header,"developer – java, microservices, react.js","ehyd, india",information technology / technology solutions,"Job Title:
developer – java, microservices, react.js

Industry:
information technology / technology solutions

Location:
ehyd, india","{""chunk_type"": ""jd_header"", ""industry"": ""information technology / technology solutions"", ""job_title"": ""developer – java, microservices, react.js"", ""location"": ""ehyd, india"", ""parent_id"": ""8"", ""source"": ""jd""}"
jd_8_responsibilities,8,jd,jd_responsibilities,"developer – java, microservices, react.js","ehyd, india",information technology / technology solutions,"Responsibilities:
- design, develop, and maintain high-quality software applications using java, microservices architecture, and react.js.
- collaborate with team members to define, implement, and ship new features in alignment with business requirements.
- apply software development best practices such as code reviews, unit testing, and continuous integration to ensure code quality and reliability.
- troubleshoot, debug, and optimize applications for maximum performance and seamless user experiences.
- work closely with stakeholders, including business analysts and product owners, to gather requirements and deliver effective technical solutions.
- create and maintain comprehensive technical documentation for developed applications.
- contribute to the adoption of agile methodologies and participate actively in sprint planning, stand-ups, and retrospectives.
- stay updated with emerging technologies and propose enhancements to existing systems for improved efficiency.","{""chunk_type"": ""jd_responsibilities"", ""industry"": ""information technology / technology solutions"", ""item_count"": 8, ""job_title"": ""developer – java, microservices, react.js"", ""location"": ""ehyd, india"", ""parent_id"": ""8"", ""section"": ""responsibilities"", ""source"": ""jd""}"
jd_8_skills,8,jd,jd_skills,"developer – java, microservices, react.js","ehyd, india",information technology / technology solutions,"Must Have Skills:
- ability to thrive in a fast-paced, dynamic environment.

Soft Skills:
- strong analytical and problem-solving skills.
- excellent collaboration and communication abilities.

Technologies:
- proficient in java programming language for backend development.
- strong understanding of react.js and its core principles for modern frontend development.

Tools:
- familiarity with version control systems such as git.
- knowledge of agile development methodologies and associated tools (e.g., jira, confluence).","{""chunk_type"": ""jd_skills"", ""industry"": ""information technology / technology solutions"", ""job_title"": ""developer – java, microservices, react.js"", ""location"": ""ehyd, india"", ""must_have_skills"": [""ability to thrive in a fast-paced, dynamic environment.""], ""parent_id"": ""8"", ""preferred_skills"": [], ""soft_skills"": [""strong analytical and problem-solving skills."", ""excellent collaboration and communication abilities.""], ""source"": ""jd"", ""technologies"": [""proficient in java programming language for backend development."", ""strong understanding of react.js and its core principles for modern frontend development.""], ""tools"": [""familiarity with version control systems such as git."", ""knowledge of agile development methodologies and associated tools (e.g., jira, confluence).""]}"
jd_8_qualification,8,jd,jd_qualification,"developer – java, microservices, react.js","ehyd, india",information technology / technology solutions,"Education:
- bachelor’s degree in computer science, information technology, or a related field.

Experience:
- hands-on experience in building and deploying microservices architectures, preferably using spring boot or similar frameworks.
- experience with restful apis and integrating web services.
- exposure to cloud platforms such as aws, azure, or google cloud is a plus.
- experience with containerization tools like docker and orchestration frameworks like kubernetes is desirable.
- prior experience in a multinational or large-scale technology environment will be considered an advantage.

Certifications:
- relevant certifications in java, microservices, or react.js are advantageous.","{""certifications"": [""relevant certifications in java, microservices, or react.js are advantageous.""], ""chunk_type"": ""jd_qualification"", ""education"": [""bachelor’s degree in computer science, information technology, or a related field.""], ""experience"": [""hands-on experience in building and deploying microservices architectures, preferably using spring boot or similar frameworks."", ""experience with restful apis and integrating web services."", ""exposure to cloud platforms such as aws, azure, or google cloud is a plus."", ""experience with containerization tools like docker and orchestration frameworks like kubernetes is desirable."", ""prior experience in a multinational or large-scale technology environment will be considered an advantage.""], ""industry"": ""information technology / technology solutions"", ""job_title"": ""developer – java, microservices, react.js"", ""location"": ""ehyd, india"", ""parent_id"": ""8"", ""source"": ""jd""}"
jd_9_header,9,jd,jd_header,"developer – java, microservices, react.js","hfnoi, india",information technology / multinational technology solutions,"Job Title:
developer – java, microservices, react.js

Industry:
information technology / multinational technology solutions

Location:
hfnoi, india","{""chunk_type"": ""jd_header"", ""industry"": ""information technology / multinational technology solutions"", ""job_title"": ""developer – java, microservices, react.js"", ""location"": ""hfnoi, india"", ""parent_id"": ""9"", ""source"": ""jd""}"
jd_9_responsibilities,9,jd,jd_responsibilities,"developer – java, microservices, react.js","hfnoi, india",information technology / multinational technology solutions,"Responsibilities:
- design, develop, and maintain robust software applications using java, microservices architecture, and react.js.
- collaborate with cross-functional teams to define requirements, architect solutions, and deliver new features.
- implement and advocate for best practices in software engineering, including code reviews, unit testing, and continuous integration.
- troubleshoot, debug, and optimize applications to ensure performance, reliability, and security.
- engage with stakeholders to gather requirements, clarify objectives, and provide expert technical solutions.
- contribute to project planning, estimation, and documentation to support successful project delivery.
- stay current with emerging technologies and trends to drive innovation within the team and organization.","{""chunk_type"": ""jd_responsibilities"", ""industry"": ""information technology / multinational technology solutions"", ""item_count"": 7, ""job_title"": ""developer – java, microservices, react.js"", ""location"": ""hfnoi, india"", ""parent_id"": ""9"", ""section"": ""responsibilities"", ""source"": ""jd""}"
